2519
(128560439, 'ADA3', '603', 'C1', 'PORTO', 'PARANHOS', 'RUA VALE FORMOSO', 'PARAGEM SEM ABRIGO')
(663689451, 'VARZ2', '0', 'C8', 'GONDOMAR', 'FÂNZERES', 'RUA DR. SEVERIANO', 'PARAGEM SEM ABRIGO')
(444041716, 'VASG1', '0', 'C9', 'VALONGO', 'ERMESINDE', 'RUA JOAQUIM RIBEIRO TELES', 'PARAGEM SEM ABRIGO')
(444041716, 'VASG2', '0', 'C9', 'VALONGO', 'ERMESINDE', 'RUA JOAQUIM RIBEIRO TELES', 'PARAGEM SEM ABRIGO')
(430284844, 'VBR1', '0', 'C5', 'MAIA', 'MAIA', 'AVENIDA VISCONDE DE BARREIROS', 'postalete')
(430284844, 'VBR2', '162', 'C5', 'MAIA', 'MAIA', 'AVENIDA VISCONDE DE BARREIROS', 'postalete')
(100118442, 'CAB1', '1295', 'S2', 'VILA NOVA DE GAIA', 'MADALENA', 'RUA CRASTO', 'postalete')
(100118442, 'CAB2', '0', 'S2', 'VILA NOVA DE GAIA', 'MADALENA', 'RUA CRASTO', 'postalete')
(100118442, 'CAB3', '0', 'S2', 'VILA NOVA DE GAIA', 'MADALENA', '0', 'abrigo')
(100118442, 'CAB4', '0', 'S2', 'VILA NOVA DE GAIA', 'MADALENA', '0', 'com painel abrigo')
(112613538, 'VDTM1', '0', 'C3', 'MATOSINHOS', 'CUSTÓIAS', 'RUA LINHARES', 'postalete')
(112613538, 'VDTM2', '0', 'C3', 'MATOSINHOS', 'CUSTÓIAS', 'RUA LINHARES', 'postalete')
(112617128, 'VCHS', '0', 'C10', 'VALONGO', 'VALONGO', 'AVENIDA OLIVEIRA ZINA', 'com painel abrigo')
(112617128, 'VCHS1', '0', 'C10', 'VALONGO', 'VALONGO', 'AVENIDA OLIVEIRA ZINA', 'postalete')
(100118437, 'HG3', '0', 'S8', 'VILA NOVA DE GAIA', 'MAFAMUDE', 'RUA GENERAL TORRES', 'postalete')
(1223751698, 'VDAM', '0', 'C1', 'PORTO', 'PARANHOS', 'RUA VITORINO DAMASIO', 'PARAGEM SEM ABRIGO')
(1224758731, 'UVDE1', '0', 'S9', 'VILA NOVA DE GAIA', 'VILAR DE ANDORINHO', '0', 'postalete')
(1224758731, 'UVDE2', '0', 'S9', 'VILA NOVA DE GAIA', 'VILAR DE ANDORINHO', 'RUA CAPITÃO SALGUEIRO MAIA', 'com painel abrigo')
(1224758731, 'MIM1', '0', 'S9', 'VILA NOVA DE GAIA', 'VILAR DE ANDORINHO', '0', 'postalete')
(1224758731, 'MIM2', '0', 'S9', 'VILA NOVA DE GAIA', 'VILAR DE ANDORINHO', '0', 'com painel abrigo')
(1224758731, 'VDE', '0', 'S9', 'VILA NOVA DE GAIA', 'VILAR DE ANDORINHO', '0', 'com painel abrigo')
(112617128, 'VDN1', '0', 'C8', 'GONDOMAR', 'RIO TINTO', 'RUA VENDA NOVA', 'com painel abrigo')
(112617128, 'VDN4', '0', 'C8', 'GONDOMAR', 'RIO TINTO', 'LARGO VENDA NOVA', 'postalete')
(452682256, 'GCRT1', '8', 'C1', 'PORTO', 'SANTO ILDEFONSO', 'RUA DR.ALFREDO MAGALHAES', 'PARAGEM SEM ABRIGO')
(452682304, 'GCRT2', '0', 'C1', 'PORTO', 'SANTO ILDEFONSO', 'RUA CAMOES', 'postalete')
(1277620331, 'SRRS1', '0', 'S8', 'VILA NOVA DE GAIA', 'MAFAMUDE', '0', 'com painel abrigo')
(475719552, 'VDV2', '0', 'S8', 'VILA NOVA DE GAIA', 'MAFAMUDE', 'LARGO SOARES DOS REIS', 'com painel abrigo')
(430267067, 'VESS1', '0', 'C9', 'MAIA', 'MILHEIRÓS', 'RUA DA VESSADA', 'com painel abrigo')
(430267067, 'VESS2', '0', 'C9', 'MAIA', 'MILHEIRÓS', 'RUA DA VESSADA', 'postalete')
(128560448, 'VFM1', '826', 'C1', 'PORTO', 'PARANHOS', 'RUA ANTERO DE QUENTAL', 'postalete')
(474794846, 'VFM2', '0', 'C1', 'PORTO', 'PARANHOS', 'RUA S DINIS', 'postalete')
(474794846, 'VFM3', '0', 'C1', 'PORTO', 'PARANHOS', 'RUA S DINIS', 'postalete')
(1216466457, 'CSP1', '370', 'C1', 'PORTO', 'PARANHOS', 'RUA VALE FORMOSO', 'PARAGEM SEM ABRIGO')
(425725652, 'CSP2', '313', 'C1', 'PORTO', 'PARANHOS', 'RUA VALE FORMOSO', 'PARAGEM COM ABRIGO J')
(112613546, 'VFR1', '0', 'C5', 'MATOSINHOS', 'LEÇA DO BALIO', 'RUA RECAREI', 'com painel abrigo')
(112613546, 'VFR2', '0', 'C5', 'MATOSINHOS', 'LEÇA DO BALIO', 'RUA RECAREI', 'postalete')
(112617128, 'VFRR1', '0', 'C8', 'GONDOMAR', 'BAGUIM DO MONTE', '0', 'postalete')
(112617128, 'VFRR2', '0', 'C8', 'GONDOMAR', 'BAGUIM DO MONTE', 'RUA INES CASTRO', 'abrigo')
(1224758703, 'VGM1', '0', 'S2', 'VILA NOVA DE GAIA', 'VALADARES', 'AVENIDA PEDRO ALVARES CABRAL', 'postalete')
(1224758703, 'VGM2', '0', 'S2', 'VILA NOVA DE GAIA', 'VALADARES', 'AVENIDA PEDRO ALVARES CABRAL', 'com painel abrigo')
(96497009, 'JAS1', '0', 'C4', 'MATOSINHOS', 'PERAFITA', 'RUA OSCAR DA SILVA', 'PARAGEM COM ABRIGO J')
(96497009, 'JAS2', '0', 'C4', 'MATOSINHOS', 'PERAFITA', 'RUA OSCAR DA SILVA', 'PARAGEM SEM ABRIGO')
(1277620309, 'GNR1', '0', 'S8', 'VILA NOVA DE GAIA', 'VILA NOVA DE GAIA (SANTA MARINHA)', 'RUA CANDIDO DOS REIS', 'postalete')
(1277620309, 'GNR2', '0', 'S8', 'VILA NOVA DE GAIA', 'VILA NOVA DE GAIA (SANTA MARINHA)', 'RUA GENERAL TORRES', 'com painel abrigo')
(427067741, 'VILR', '0', 'C1', 'PORTO', 'MASSARELOS', 'RUA VILAR', 'postalete')
(429378625, 'VIS1', '0', 'C2', 'PORTO', 'RAMALDE', 'RUA BORDEAUX', 'PARAGEM COM ABRIGO J')
(257735446, 'VIS2', '0', 'C2', 'PORTO', 'RAMALDE', 'RUA D.JOAO COUTINHO', 'PARAGEM COM ABRIGO J')
(257735162, 'VIS3', '0', 'C2', 'PORTO', 'RAMALDE', 'RUA FERREIRA DE CASTRO', 'PARAGEM COM ABRIGO J')
(257735161, 'VIS4', '0', 'C2', 'PORTO', 'RAMALDE', 'RUA FERREIRA DE CASTRO', 'PARAGEM COM ABRIGO J')
(112617135, 'VLC1', '0', 'C6', 'PORTO', 'CAMPANHÃ', 'VIA RAPIDA ESTRADA DA CIRCUNVA', 'com painel abrigo')
(112617135, 'VLC2', '0', 'C6', 'GONDOMAR', 'RIO TINTO', 'VIA RAPIDA ESTRADA DA CIRCUNVA', 'com painel abrigo')
(663689451, 'VLGE1', '0', 'C10', 'VALONGO', 'VALONGO', 'RUA DA ESTAÇÃO', 'PARAGEM COM ABRIGO J')
(663689451, 'VLGE2', '0', 'C10', 'VALONGO', 'VALONGO', 'RUA DA ESTAÇÃO', 'PARAGEM COM ABRIGO J')
(429544568, 'VLN1', '0', 'C2', 'PORTO', 'ALDOAR', 'RUA MARTIM MONIZ', 'PARAGEM SEM ABRIGO')
(444041716, 'VLR1', '0', 'N16', 'MAIA', 'FOLGOSA', 'RUA ELIAS GARCIA', 'postalete')
(112617113, 'VLR2', '0', 'N16', 'MAIA', 'FOLGOSA', 'RUA ELIAS GARCIA', 'postalete')
(96497003, 'TVLR1', '0', 'C2', 'MATOSINHOS', 'MATOSINHOS', 'VIA RAPIDA ESTRADA DA CIRCUNVA', 'com painel abrigo')
(428217626, 'TVLR2', '14907', 'C2', 'PORTO', 'ALDOAR', 'VIA RAPIDA ESTRADA DA CIRCUNVA', 'com painel abrigo')
(428217628, 'VLRA3', '0', 'C2', 'PORTO', 'ALDOAR', 'RUA VILARINHA', 'PARAGEM SEM ABRIGO')
(428217629, 'VLRA4', '0', 'C2', 'PORTO', 'ALDOAR', 'RUA VILARINHA', 'PARAGEM SEM ABRIGO')
(1097394501, 'VML', '0', 'C6', 'PORTO', 'CAMPANHÃ', 'RUA MEIRAL', 'PARAGEM SEM ABRIGO')
(112652019, 'VN1', '4726', 'C5', 'MATOSINHOS', 'LEÇA DO BALIO', 'RUA CINCO DE OUTUBRO', 'postalete')
(137884299, 'DQL', '0', 'C1', 'PORTO', 'SANTO ILDEFONSO', 'AVENIDA RODRIGUES FREITAS', '0')
(1097379622, 'FSTO1', '0', 'C6', 'PORTO', 'CAMPANHÃ', 'RUA ESCOLAS', 'PARAGEM SEM ABRIGO')
(1223751627, 'VDAM1', '0', 'C1', 'PORTO', 'PARANHOS', 'RUA ASSIS VAZ', 'PARAGEM SEM ABRIGO')
(663689451, '5OTU1', '0', 'C10', 'VALONGO', 'VALONGO', '0', '0')
(112617128, 'PAV3', '0', 'C10', 'VALONGO', 'VALONGO', 'AVENIDA 5 OUTUBRO', '0')
(100118436, 'GA1', '0', 'S8', 'VILA NOVA DE GAIA', 'VILA NOVA DE GAIA (SANTA MARINHA)', 'RUA JOSE MARIANI', '0')
(415754678, 'MCAM1', '0', 'C6', 'PORTO', 'CAMPANHÃ', 'TRAVESSA CORUJEIRA DE BAIAO', 'PARAGEM SEM ABRIGO')
(415754701, 'MCAM2', '0', 'C6', 'PORTO', 'CAMPANHÃ', 'RUA FALCAO', 'PARAGEM SEM ABRIGO')
(335561253, 'BS4', '0', 'C1', 'PORTO', 'MASSARELOS', 'LARGO FERREIRA', '0')
(335561219, 'BS5', '0', 'C1', 'PORTO', 'MASSARELOS', 'LARGO FERREIRA', '0')
(335561219, 'BS6', '0', 'C1', 'PORTO', 'MASSARELOS', 'LARGO FERREIRA', '0')
(335561253, 'BS7', '0', 'C1', 'PORTO', 'MASSARELOS', 'LARGO FERREIRA', '0')
(444041716, 'ERM4', '0', 'C9', 'VALONGO', 'ERMESINDE', 'RUA VASCO GAMA', 'PARAGEM COM ABRIGO J')
(96497009, 'FRXI2', '0', 'C4', 'MATOSINHOS', 'PERAFITA', 'TRAVESSA 31 DE JANEIRO', '0')
(430267067, 'AGR4', '0', 'C9', 'MAIA', 'MILHEIRÓS', 'RUA 5 DE OUTUBRO', '0')
(430267067, 'AGR3', '0', 'C9', 'MAIA', 'MILHEIRÓS', 'RUA 5 DE OUTUBRO', '0')
(430267067, 'MTD2', '0', 'C9', 'MAIA', 'MILHEIRÓS', 'RUA 5 DE OUTUBRO', '0')
(430267067, 'MTD1', '0', 'C9', 'MAIA', 'MILHEIRÓS', 'RUA 5 DE OUTUBRO', '0')
(124388786, 'BCM1', '0', 'C1', 'PORTO', 'CEDOFEITA', 'PRACA MOUZINHO ALBUQUERQUE', 'PARAGEM SEM ABRIGO')
(137903870, 'COLS', '0', 'C1', 'PORTO', 'SANTO ILDEFONSO', 'RUA PASSOS MANUEL', 'Sem classificação')
(137818312, 'BS8', '0', 'C1', 'PORTO', 'MASSARELOS', 'LARGO FERREIRA', '0')
(497690573, 'IRM1', '0', 'C2', 'PORTO', 'RAMALDE', 'RUA PINHEIRO MANSO', 'PARAGEM SEM ABRIGO')
(497690573, 'IRM2', '0', 'C2', 'PORTO', 'RAMALDE', 'RUA PINHEIRO MANSO', 'PARAGEM SEM ABRIGO')
(497870961, 'CRM2', '0', 'C2', 'PORTO', 'RAMALDE', 'RUA MANUEL PINTO AZEVEDO', 'PARAGEM SEM ABRIGO')
(429380574, 'CRM1', '0', 'C2', 'PORTO', 'RAMALDE', 'RUA MANUEL PINTO AZEVEDO', 'PARAGEM SEM ABRIGO')
(542811466, 'BSEE2', '0', 'C2', 'PORTO', 'RAMALDE', 'RUA CEGONHAS', '0')
(414905368, 'FVLH1', '0', 'C1', 'PORTO', 'CAMPANHÃ', 'TRAVESSA FONTE VELHA', 'PARAGEM SEM ABRIGO')
(138235495, 'PRDJ', '0', 'C1', 'PORTO', 'SANTO ILDEFONSO', 'PRACA D.JOAO I', 'Sem classificação')
(479183245, 'CART2', '0', 'C1', 'PORTO', 'MASSARELOS', 'RUA CAMPO ALEGRE', 'PARAGEM SEM ABRIGO')
(479183225, 'CART1', '0', 'C1', 'PORTO', 'LORDELO DO OURO', 'RUA CAMPO ALEGRE', 'PARAGEM SEM ABRIGO')
(663689451, 'SPC1', '0', 'C11', 'GONDOMAR', 'S. PEDRO DA COVA', 'RUA ANTONIO MANUEL SEQUEIRA', '0')
(663689451, 'PSL2', '0', 'C11', 'GONDOMAR', 'S. PEDRO DA COVA', 'RUA ANTONIO MANUEL SEQUEIRA', '0')
(663689451, 'PSL1', '0', 'C11', 'GONDOMAR', 'S. PEDRO DA COVA', 'RUA ANTONIO MANUEL SEQUEIRA', '0')
(663689451, 'SPC2', '0', 'C11', 'GONDOMAR', 'S. PEDRO DA COVA', 'RUA ANTONIO MANUEL SEQUEIRA', '0')
(663689451, 'SPC3', '0', 'C11', 'GONDOMAR', 'S. PEDRO DA COVA', 'RUA ANTONIO MANUEL SEQUEIRA', '0')
(111619645, 'HMBC2', '0', 'C4', 'MATOSINHOS', 'LEÇA DA PALMEIRA', 'RUA ENGENHEIRO FERNANDO PINTO', '0')
(111619645, 'HMBC1', '0', 'C4', 'MATOSINHOS', 'LEÇA DA PALMEIRA', 'RUA ENGENHEIRO FERNANDO PINTO', '0')
(257735157, 'JPAZ2', '0', 'C2', 'PORTO', 'RAMALDE', 'RUA D. JOAO COUTINHO', '0')
(257735156, 'RM4', '0', 'C2', 'PORTO', 'RAMALDE', 'RUA D. JOAO COUTINHO', '0')
(112613532, 'MN2', '0', 'C3', 'MATOSINHOS', 'GUIFÕES', 'RUA MONTE DOS PIPOS', '0')
(112613532, 'MN1', '0', 'C3', 'MATOSINHOS', 'GUIFÕES', 'RUA MONTE DOS PIPOS', '0')
(112613532, 'MP2', '0', 'C3', 'MATOSINHOS', 'CUSTÓIAS', 'RUA PORTO MOURO', '0')
(112613532, 'MP1', '0', 'C3', 'MATOSINHOS', 'CUSTÓIAS', 'RUA PORTO MOURO', '0')
(112613533, 'RDAG2', '0', 'C3', 'MATOSINHOS', 'GUIFÕES', 'RUA PORTO MOURO', '0')
(112613533, 'RDAG1', '0', 'C3', 'MATOSINHOS', 'GUIFÕES', 'RUA PORTO MOURO', '0')
(1278758095, 'BLM', '0', 'C1', 'PORTO', 'SANTO ILDEFONSO', 'RUA FERNANDES TOMAS', 'PARAGEM SEM ABRIGO')
(112617111, 'PNHL2', '0', 'C9', 'MAIA', 'ÁGUAS SANTAS', 'RUA E.N 107', '0')
(112617111, 'PNHL1', '0', 'C9', 'MAIA', 'ÁGUAS SANTAS', 'RUA E.N 107', '0')
(25632228, 'MATR2', '0', 'C1', 'PORTO', 'CEDOFEITA', 'RUA BREYNER', 'PARAGEM SEM ABRIGO')
(25632231, 'MATR', '0', 'C1', 'PORTO', 'MASSARELOS', 'RUA MATERNIDADE', '0')
(25632229, 'MGB2', '0', 'C1', 'PORTO', 'MASSARELOS', 'RUA ADOLFO CASAIS MONTEIRO', 'PARAGEM SEM ABRIGO')
(128668304, 'PG1', '0', 'C2', 'PORTO', 'LORDELO DO OURO', 'RUA DIOGO BOTELHO', 'PARAGEM SEM ABRIGO')
(128668304, 'PG2', '0', 'C2', 'PORTO', 'LORDELO DO OURO', 'RUA DIOGO BOTELHO', 'PARAGEM SEM ABRIGO')
(1097379634, 'CRT1', '0', 'C6', 'PORTO', 'CAMPANHÃ', 'ALAMEDA CARTES', '0')
(1224758699, 'QSPL1', '0', 'S8', 'VILA NOVA DE GAIA', 'VILA NOVA DE GAIA (SANTA MARINHA)', 'RUA RODRIGUES DE FREITAS', '0')
(1224758699, 'QSPL2', '0', 'S8', 'VILA NOVA DE GAIA', 'VILA NOVA DE GAIA (SANTA MARINHA)', 'RUA RODRIGUES DE FREITAS', '0')
(100118436, 'E109', '0', 'S2', 'VILA NOVA DE GAIA', 'VALADARES', 'RUA MANUEL M  C  JUNIOR', '0')
(25632467, 'BL4', '0', 'C1', 'PORTO', 'BONFIM', 'AVENIDA FERNAO MAGALHAES', 'PARAGEM COM ABRIGO J')
(137884299, 'DQL1', '0', 'C1', 'PORTO', 'SANTO ILDEFONSO', 'AVENIDA RODRIGUES FREITAS', 'PARAGEM SEM ABRIGO')
(137882131, 'BTLH5', '0', 'C1', 'PORTO', 'SÉ', 'RUA ALEXANDRE HERCULANO', '0')
(138231433, 'LPDZ', '0', 'C1', 'PORTO', 'SÉ', 'RUA SARAIVA DE CARVALHO', 'PARAGEM SEM ABRIGO')
(112613592, 'ST3', '0', 'C6', 'PORTO', 'PARANHOS', 'RUA S TOME', 'PARAGEM SEM ABRIGO')
(285911002, 'BIC3', '0', 'C1', 'PORTO', 'MASSARELOS', 'RUA CAIS DO BICALHO', '0')
(111459780, 'BIC4', '0', 'C1', 'PORTO', 'MASSARELOS', 'RUA CAIS DO BICALHO', '0')
(1296455175, 'PARR3', '0', 'C1', 'PORTO', 'LORDELO DO OURO', 'RUA OURO', '0')
(430284855, 'FOR1', '0', 'C5', 'MAIA', 'MAIA', 'RUA PADRE ANTONIO', 'PARAGEM SEM ABRIGO')
(430284855, 'FOR2', '0', 'C5', 'MAIA', 'MAIA', 'RUA SIMAO BOLIVAR', 'PARAGEM SEM ABRIGO')
(429381410, 'PINM5', '0', 'C2', 'PORTO', 'RAMALDE', 'RUA S.JOAO BRITO', '0')
(429381410, 'PINM6', '0', 'C2', 'PORTO', 'RAMALDE', 'RUA S.JOAO BRITO', '0')
(501142189, 'SJB1', '0', 'C2', 'PORTO', 'RAMALDE', 'RUA PROF. MOTA PINTO', 'PARAGEM SEM ABRIGO')
(501142189, 'SJB2', '0', 'C2', 'PORTO', 'RAMALDE', 'RUA PROF. MOTA PINTO', 'PARAGEM SEM ABRIGO')
(663689451, 'CV2', '0', 'C8', 'GONDOMAR', 'FÂNZERES', 'AVENIDA CARVALHA', 'PARAGEM COM ABRIGO C')
(112613533, 'RBHR2', '0', 'C3', 'MATOSINHOS', 'GUIFÕES', 'RUA FERROVIARIO', '0')
(112613533, 'RBHR1', '0', 'C3', 'MATOSINHOS', 'GUIFÕES', 'RUA FERROVIARIO', '0')
(112613533, 'RPPC1', '0', 'C3', 'MATOSINHOS', 'GUIFÕES', 'RUA BOA HORA', '0')
(112613533, 'RPPC2', '0', 'C3', 'MATOSINHOS', 'GUIFÕES', 'RUA BOA HORA', '0')
(1097379607, 'PREG1', '0', 'C6', 'PORTO', 'CAMPANHÃ', 'RUA DR.JOSE ANTONIO MARQUES', 'PARAGEM SEM ABRIGO')
(285944515, 'GGF', '0', 'C1', 'PORTO', 'VITÓRIA', 'RUA GUILHERME GOMES FERNANDES', '0')
(111632674, 'FRRS3', '0', 'C4', 'MATOSINHOS', 'PERAFITA', 'ESTRADA EN 107', 'PARAGEM SEM ABRIGO')
(430267067, 'MCAU4', '0', 'C5', 'MAIA', 'VERMOIM', '0', '0')
(430267067, 'MCU3', '0', 'C5', 'MAIA', 'VERMOIM', '0', '0')
(430267067, 'CMGS2', '0', 'C5', 'MAIA', 'VERMOIM', 'RUA JORGE FERREIRINHA', '0')
(430267067, 'CMGS1', '0', 'C5', 'MAIA', 'VERMOIM', 'RUA JORGE FERREIRINHA', '0')
(430267067, 'LMG2', '0', 'C5', 'MAIA', 'VERMOIM', 'RUA JORGE FERREIRINHA', '0')
(430267067, 'LMG1', '0', 'C5', 'MAIA', 'VERMOIM', 'RUA JORGE FERREIRINHA', '0')
(430267067, 'ANV1', '0', 'C9', 'MAIA', 'MILHEIRÓS', 'VIA CENTRAL DE MILHEIROS', '0')
(430267067, 'ANV2', '0', 'C9', 'MAIA', 'MILHEIRÓS', 'VIA CENTRAL DE MILHEIROS', '0')
(430267067, 'ZIND2', '0', 'C9', 'MAIA', 'MILHEIRÓS', 'VIA CENTRAL DE MILHEIROS', '0')
(430267067, 'ZIND1', '0', 'C9', 'MAIA', 'MILHEIRÓS', 'VIA CENTRAL DE MILHEIROS', '0')
(430267067, 'MPN2', '0', 'C9', 'MAIA', 'NOGUEIRA', 'RUA DR JOAQUIM NOGUEIRA DOS SA', '0')
(430267067, 'MPN1', '0', 'C9', 'MAIA', 'NOGUEIRA', 'RUA DR JOAQUIM NOGUEIRA DOS SA', '0')
(430267067, 'PRMV2', '0', 'C9', 'MAIA', 'ÁGUAS SANTAS', 'RUA E.N 107', '0')
(430267067, 'PRMV1', '0', 'C9', 'MAIA', 'ÁGUAS SANTAS', 'RUA E.N 107', '0')
(112617111, 'TARG2', '0', 'C9', 'MAIA', 'ÁGUAS SANTAS', 'RUA E.N 107', '0')
(112617111, 'TARG1', '0', 'C9', 'MAIA', 'ÁGUAS SANTAS', 'RUA E.N 107', '0')
(112617111, 'ARDG4', '0', 'C9', 'MAIA', 'ÁGUAS SANTAS', 'RUA E.N 107', '0')
(112617111, 'ARDG3', '0', 'C9', 'MAIA', 'ÁGUAS SANTAS', 'RUA E.N 107', '0')
(111619645, 'IGRL1', '0', 'C4', 'MATOSINHOS', 'LEÇA DA PALMEIRA', 'AVENIDA COMBATENTES DA GRANDE', '0')
(111619645, 'PCVL2', '0', 'C4', 'MATOSINHOS', 'LEÇA DA PALMEIRA', 'RUA SOL POENTE', '0')
(111619645, 'PCVL1', '0', 'C4', 'MATOSINHOS', 'LEÇA DA PALMEIRA', 'RUA SOL POENTE', '0')
(111619645, 'SOLP2', '0', 'C4', 'MATOSINHOS', 'LEÇA DA PALMEIRA', 'RUA SOL POENTE', '0')
(111619645, 'SOLP1', '0', 'C4', 'MATOSINHOS', 'LEÇA DA PALMEIRA', 'RUA SOL POENTE', '0')
(111619645, 'LCP1', '0', 'C4', 'MATOSINHOS', 'LEÇA DA PALMEIRA', 'RUA ALBERTO LAURA MOREIRA JUNI', '0')
(111505998, 'ETRP2', '0', 'C2', 'PORTO', 'NEVOGILDE', 'RUA ESPLANADA RIO DE JANEIRO', 'PARAGEM COM ABRIGO J')
(316511863, 'CPL2', '0', 'C1', 'PORTO', 'PARANHOS', 'RUA LIMA JUNIOR', '0')
(297369930, 'TLHR3', '0', 'C6', 'PORTO', 'PARANHOS', 'RUA TELHEIRA', 'Sem classificação')
(297880027, 'BRA5', '0', 'C2', 'PORTO', 'PARANHOS', 'RUA MIOSOTIS', 'Sem classificação')
(431647309, 'MIS4', '0', 'C2', 'PORTO', 'PARANHOS', 'RUA MIOSOTIS', 'Sem classificação')
(663689451, 'AGN', '0', 'C10', 'VALONGO', 'VALONGO', 'DR. AGUIAR NOGUEIA', 'PARAGEM COM ABRIGO J')
(314074576, 'MTRA', '0', 'C2', 'PORTO', 'LORDELO DO OURO', 'RUA SERRALVES', '0')
(1225943154, 'RM3', '0', 'C2', 'PORTO', 'RAMALDE', 'RUA D. JOAO COUTINHO', '0')
(111830193, 'BSS3', '0', 'C1', 'PORTO', 'RAMALDE', 'AVENIDA BOAVISTA', '0')
(510786377, 'FOCO2', '0', 'C1', 'PORTO', 'RAMALDE', 'AVENIDA BOAVISTA', '0')
(1224758703, 'RRDL2', '0', 'S2', 'VILA NOVA DE GAIA', 'CANIDELO', 'RUA RODELO', '0')
(1224758703, 'MDL1', '0', 'S2', 'VILA NOVA DE GAIA', 'MADALENA', 'RUA RODELO', '0')
(1224758703, 'MDL2', '0', 'S2', 'VILA NOVA DE GAIA', 'MADALENA', 'RUA RODELO', '0')
(1224758703, 'PRQC2', '0', 'S2', 'VILA NOVA DE GAIA', 'MADALENA', '0', '0')
(1224758703, 'PRQC1', '0', 'S2', 'VILA NOVA DE GAIA', 'MADALENA', 'RUA CERRO', '0')
(100118446, 'CAVE3', '0', 'S8', 'VILA NOVA DE GAIA', 'VILA NOVA DE GAIA (SANTA MARINHA)', 'AVENIDA RAMOS PINTO', '0')
(100118446, 'CAVE4', '0', 'S8', 'VILA NOVA DE GAIA', 'VILA NOVA DE GAIA (SANTA MARINHA)', 'AVENIDA RAMOS PINTO', '0')
(1279864316, 'LGAJ2', '0', 'S8', 'VILA NOVA DE GAIA', 'VILA NOVA DE GAIA (SANTA MARINHA)', 'AVENIDA RAMOS PINTO', '0')
(1279864316, 'LGAJ1', '0', 'S8', 'VILA NOVA DE GAIA', 'VILA NOVA DE GAIA (SANTA MARINHA)', 'AVENIDA RAMOS PINTO', '0')
(1279864319, 'MERC2', '0', 'S8', 'VILA NOVA DE GAIA', 'VILA NOVA DE GAIA (SANTA MARINHA)', 'AVENIDA RAMOS PINTO', '0')
(1279864319, 'MERC1', '0', 'S8', 'VILA NOVA DE GAIA', 'VILA NOVA DE GAIA (SANTA MARINHA)', 'AVENIDA RAMOS PINTO', '0')
(1277620309, 'CAVE2', '0', 'S8', 'VILA NOVA DE GAIA', 'VILA NOVA DE GAIA (SANTA MARINHA)', 'AVENIDA DIOGO LEITE', '0')
(1277620309, 'CAVE1', '0', 'S8', 'VILA NOVA DE GAIA', 'VILA NOVA DE GAIA (SANTA MARINHA)', 'AVENIDA DIOGO LEITE', '0')
(114308210, 'PLU4', '0', 'S8', 'VILA NOVA DE GAIA', 'VILA NOVA DE GAIA (SANTA MARINHA)', 'AVENIDA DIOGO LEITE', '0')
(430284855, 'SL2', '0', 'C5', 'MAIA', 'MAIA', 'AVENIDA ANTONIO DOS SANTOS LEI', 'PARAGEM SEM ABRIGO')
(430284855, 'IMAI1', '0', 'C5', 'MAIA', 'MAIA', '0', 'PARAGEM SEM ABRIGO')
(430284855, 'AC3', '0', 'C5', 'MAIA', 'VERMOIM', 'RUA BERNARDINO MACHADO', 'PARAGEM SEM ABRIGO')
(430284855, 'PINT1', '0', 'N11', 'MAIA', 'VERMOIM', 'RUA BERNARDINO MACHADO', 'PARAGEM SEM ABRIGO')
(430267067, 'AQR1', '0', 'N11', 'MAIA', 'BARCA', 'RUA BERNARDINO MACHADO', 'PARAGEM COM ABRIGO C')
(430267067, 'HIP1', '0', 'N11', 'MAIA', 'BARCA', 'RUA BERNARDINO MACHADO', 'PARAGEM SEM ABRIGO')
(430267067, 'PAS1', '0', 'N11', 'MAIA', 'BARCA', 'RUA PADRE ABILIO SAMPAIO', 'PARAGEM SEM ABRIGO')
(430267067, 'JFB1', '0', 'N11', 'MAIA', 'BARCA', 'RUA PADRE ABILIO SAMPAIO', 'PARAGEM SEM ABRIGO')
(430267067, 'GEST', '0', 'N11', 'MAIA', 'BARCA', 'RUA PADRE ABILIO SAMPAIO', 'PARAGEM SEM ABRIGO')
(430267067, 'JFB3', '0', 'N11', 'MAIA', 'BARCA', 'RUA PADRE ABILIO SAMPAIO', 'PARAGEM SEM ABRIGO')
(430267067, 'PAS2', '0', 'N11', 'MAIA', 'BARCA', 'RUA PADRE ABILIO SAMPAIO', 'PARAGEM SEM ABRIGO')
(430267067, 'HIP2', '0', 'N11', 'MAIA', 'BARCA', 'RUA BERNARDINO MACHADO', 'PARAGEM SEM ABRIGO')
(430284855, 'AQR2', '0', 'N11', 'MAIA', 'BARCA', 'RUA BERNARDINO MACHADO', 'PARAGEM SEM ABRIGO')
(430284855, 'PINT2', '0', 'N11', 'MAIA', 'VERMOIM', 'RUA BERNARDINO MACHADO', 'PARAGEM COM ABRIGO C')
(475405136, 'BLRB1', '0', 'C1', 'PORTO', 'SANTO ILDEFONSO', 'RUA BOLHAO', 'PARAGEM COM ABRIGO J')
(1108123561, 'CRTO4', '0', 'C2', 'PORTO', 'NEVOGILDE', 'RUA GONDAREM', 'PARAGEM SEM ABRIGO')
(100118446, 'RGR1', '0', 'S8', 'VILA NOVA DE GAIA', 'VILA NOVA DE GAIA (SANTA MARINHA)', 'RUA BARAO DO CORVO', '0')
